date,account,sentiment,daily_pnl,win_rate,avg_size,avg_leverage,n_trades,long_count,short_count,long_short_ratio
2023-01-01,0x003f,Fear,4190.49,1.0,3036.42,4.5,1,1,0,1000000.0
2023-01-01,0x0040,Fear,1204.61,1.0,612.41,4.8,1,0,1,0.0
2023-01-01,0x0041,Fear,1455.93,1.0,609.36,5.666666666666667,3,1,2,0.5
2023-01-01,0x0042,Fear,726.99,1.0,720.16,6.0,1,0,1,0.0
2023-01-01,0x0044,Fear,284.7,1.0,179.04,7.1,1,0,1,0.0
2023-01-01,0x0045,Fear,6547.27,1.0,4674.09,10.0,1,0,1,0.0
2023-01-01,0x0046,Fear,-1121.51,0.0,1707.71,10.6,1,1,0,1000000.0
2023-01-01,0x0047,Fear,3199.79,1.0,1505.39,10.5,1,1,0,1000000.0
2023-01-01,0x0049,Fear,-5577.43,0.5,1121.94,12.95,2,0,2,0.0
2023-01-01,0x004c,Fear,3325.73,0.5,745.255,2.5,2,0,2,0.0
2023-01-01,0x004e,Fear,5972.93,0.5,5240.45,4.75,2,0,2,0.0
2023-01-01,0x004f,Fear,-4718.53,0.0,813.26,5.25,2,1,1,1.0
2023-01-01,0x0050,Fear,-9711.72,0.0,2001.76,6.2,1,0,1,0.0
2023-01-01,0x0052,Fear,-780.29,0.0,353.52,8.9,1,0,1,0.0
2023-01-01,0x0053,Fear,-9730.55,0.0,3027.6,8.5,1,0,1,0.0
2023-01-01,0x0055,Fear,-2646.05,0.0,918.77,11.7,1,0,1,0.0
2023-01-01,0x0059,Fear,1401.41,0.5,1538.9450000000002,13.600000000000001,2,0,2,0.0
2023-01-01,0x005b,Fear,-3395.11,0.0,370.65,2.9,1,0,1,0.0
2023-01-01,0x005d,Fear,-714.46,0.5,1113.53,4.15,2,0,2,0.0
2023-01-01,0x005f,Fear,-173.47,0.0,55.07,5.3,1,1,0,1000000.0
2023-01-01,0x0060,Fear,-7055.76,0.0,2555.21,7.9,1,1,0,1000000.0
2023-01-01,0x0062,Fear,1955.27,1.0,545.39,8.6,1,1,0,1000000.0
2023-01-01,0x0065,Fear,1384.91,1.0,730.97,12.9,1,1,0,1000000.0
2023-01-01,0x0066,Fear,283.07,1.0,612.15,12.3,1,0,1,0.0
2023-01-01,0x0069,Fear,5158.21,0.5,1762.725,1.75,2,2,0,2000000.0
2023-01-01,0x006b,Fear,1001.12,1.0,523.53,2.9,1,0,1,0.0
2023-01-01,0x006f,Fear,-21186.73,0.0,1729.1133333333335,7.166666666666667,3,2,1,2.0
2023-01-01,0x0071,Fear,-469.97,0.0,790.08,7.3,1,0,1,0.0
2023-01-01,0x0072,Fear,-35.870000000000005,0.5,467.745,9.05,2,0,2,0.0
2023-01-01,0x0074,Fear,-7087.84,0.3333333333333333,3071.456666666667,11.366666666666667,3,0,3,0.0
2023-01-02,0x0000,Fear,1864.91,1.0,377.96,1.5,1,0,1,0.0
2023-01-02,0x0001,Fear,30172.94,0.6666666666666666,5531.18,2.766666666666667,3,1,2,0.5
2023-01-02,0x0002,Fear,-500.62,0.0,160.81,3.2,1,1,0,1000000.0
2023-01-02,0x0006,Fear,-521.22,0.0,792.87,7.4,1,0,1,0.0
2023-01-02,0x0009,Fear,23812.38,1.0,6726.17,7.8,1,1,0,1000000.0
2023-01-02,0x000b,Fear,3281.21,1.0,630.51,9.7,1,1,0,1000000.0
2023-01-02,0x0011,Fear,-10.860000000000582,0.6666666666666666,2095.8133333333335,3.3333333333333335,3,1,2,0.5
2023-01-02,0x0013,Fear,29891.4,1.0,7582.5,5.8,1,0,1,0.0
2023-01-02,0x0014,Fear,-51.04,0.0,39.49,5.0,1,1,0,1000000.0
2023-01-02,0x0015,Fear,1043.55,1.0,350.97,6.25,2,1,1,1.0
2023-01-02,0x0016,Fear,496.96,1.0,348.66,8.7,1,0,1,0.0
2023-01-02,0x0017,Fear,-749.26,0.0,521.43,7.8,1,0,1,0.0
2023-01-02,0x0018,Fear,2665.63,1.0,526.615,8.95,2,2,0,2000000.0
2023-01-02,0x001a,Fear,2434.57,1.0,414.64500000000004,10.7,2,2,0,2000000.0
2023-01-02,0x001d,Fear,-2655.23,0.0,471.09,13.0,1,0,1,0.0
2023-01-02,0x001e,Fear,863.99,1.0,993.45,1.5,1,1,0,1000000.0
2023-01-02,0x0022,Fear,-413.70000000000005,0.0,420.05,5.050000000000001,2,1,1,1.0
2023-01-02,0x0024,Fear,612.69,1.0,567.97,7.0,1,1,0,1000000.0
2023-01-02,0x0027,Fear,-4316.08,0.0,483.29999999999995,8.75,2,2,0,2000000.0
2023-01-02,0x0028,Fear,4345.97,1.0,1544.5,9.5,1,0,1,0.0
2023-01-02,0x002b,Fear,264.84,1.0,532.09,11.0,1,1,0,1000000.0
2023-01-02,0x002d,Fear,139.9,1.0,403.77,1.5,1,0,1,0.0
2023-01-02,0x002e,Fear,-102.94,0.0,30.49,2.7,1,0,1,0.0
2023-01-02,0x0030,Fear,4424.64,1.0,1364.37,3.65,2,1,1,1.0
2023-01-02,0x0035,Fear,-363.73,0.0,444.88,8.6,1,1,0,1000000.0
2023-01-02,0x0037,Fear,-440.19,0.0,118.565,11.6,2,0,2,0.0
2023-01-02,0x003c,Fear,3940.34,1.0,1964.39,1.6,1,0,1,0.0
2023-01-02,0x003e,Fear,455.87,1.0,313.04,3.8,1,0,1,0.0
2023-01-02,0x003f,Fear,4054.1400000000003,0.6666666666666666,896.1899999999999,4.2,3,1,2,0.5
2023-01-02,0x0042,Fear,700.6899999999999,1.0,282.685,5.95,2,0,2,0.0
2023-01-02,0x0046,Fear,-8858.93,0.0,867.27,11.5,1,0,1,0.0
2023-01-02,0x004c,Fear,682.65,1.0,478.61,2.7,1,1,0,1000000.0
2023-01-02,0x004e,Fear,41954.24,1.0,9909.64,3.7,1,0,1,0.0
2023-01-02,0x0050,Fear,-1999.37,0.0,864.21,6.1,1,1,0,1000000.0
2023-01-02,0x0052,Fear,-161.24,0.0,65.12,6.5,1,0,1,0.0
2023-01-02,0x0054,Fear,-1860.56,0.0,560.05,8.0,1,1,0,1000000.0
2023-01-02,0x0055,Fear,-961.1899999999998,0.5,2951.9449999999997,10.15,2,1,1,1.0
2023-01-02,0x0056,Fear,-265.18,0.0,52.87,10.5,1,0,1,0.0
2023-01-02,0x005c,Fear,4857.43,1.0,807.94,3.5,2,0,2,0.0
2023-01-02,0x005d,Fear,-16610.149999999998,0.5,1090.03,4.05,2,2,0,2000000.0
2023-01-02,0x005e,Fear,-2789.25,0.0,721.04,5.3,1,1,0,1000000.0
2023-01-02,0x0061,Fear,-3006.11,0.0,453.19,7.6,2,1,1,1.0
2023-01-02,0x0062,Fear,-3804.24,0.0,1793.9,8.8,1,0,1,0.0
2023-01-02,0x0063,Fear,-428.76,0.0,264.3,8.1,1,1,0,1000000.0
2023-01-02,0x0064,Fear,1268.8,1.0,1142.01,8.5,1,1,0,1000000.0
2023-01-02,0x0068,Fear,-396.09,0.0,158.71,11.8,1,1,0,1000000.0
2023-01-02,0x0069,Fear,105.29,1.0,231.68,1.7,1,0,1,0.0
2023-01-02,0x006a,Fear,1460.4,1.0,722.87,2.9,1,0,1,0.0
2023-01-02,0x006b,Fear,-688.84,0.3333333333333333,496.83666666666664,3.3666666666666667,3,3,0,3000000.0
2023-01-02,0x006d,Fear,-1273.98,0.0,372.92,4.6,1,0,1,0.0
2023-01-02,0x006e,Fear,1018.1,1.0,120.56,5.1,1,1,0,1000000.0
2023-01-02,0x006f,Fear,-5391.05,0.0,1477.94,7.0,1,1,0,1000000.0
2023-01-02,0x0071,Fear,-843.89,0.0,760.87,7.8,1,0,1,0.0
2023-01-02,0x0072,Fear,-686.09,0.0,726.31,10.5,1,1,0,1000000.0
2023-01-02,0x0077,Fear,2690.9,1.0,823.4100000000001,12.6,2,0,2,0.0
2023-01-03,0x0001,Greed,250.76,1.0,193.7,3.5,1,1,0,1000000.0
2023-01-03,0x0003,Greed,-3570.24,0.0,7336.66,5.1,1,1,0,1000000.0
2023-01-03,0x0006,Greed,66.47,1.0,133.92,10.6,1,1,0,1000000.0
2023-01-03,0x0007,Greed,1637.54,1.0,1432.79,10.4,1,0,1,0.0
2023-01-03,0x0008,Greed,-803.8400000000001,0.6666666666666666,2828.406666666667,12.5,3,3,0,3000000.0
2023-01-03,0x0009,Greed,1711.5,1.0,478.54,14.5,1,1,0,1000000.0
2023-01-03,0x000f,Greed,-3858.3599999999997,0.5,5972.12,2.25,2,1,1,1.0
2023-01-03,0x0010,Greed,4147.68,1.0,12964.86,3.9,1,1,0,1000000.0
2023-01-03,0x0011,Greed,1706.6,1.0,1434.94,5.4,1,0,1,0.0
2023-01-03,0x0013,Greed,-187.44,0.0,168.97,8.1,1,1,0,1000000.0
2023-01-03,0x0014,Greed,-3964.59,0.0,2380.13,8.9,1,1,0,1000000.0
2023-01-03,0x0015,Greed,-2817.54,0.0,399.86,10.7,1,0,1,0.0
2023-01-03,0x0016,Greed,7321.56,1.0,923.86,12.5,1,1,0,1000000.0
2023-01-03,0x001c,Greed,845.8,1.0,497.27,17.6,1,0,1,0.0
2023-01-03,0x001d,Greed,-4978.33,0.0,2578.77,17.7,1,1,0,1000000.0
2023-01-03,0x001f,Greed,-3140.56,0.0,854.395,3.3499999999999996,2,1,1,1.0
2023-01-03,0x0020,Greed,-17856.3,0.0,2972.875,4.9,2,2,0,2000000.0
2023-01-03,0x0021,Greed,9987.37,1.0,1470.1950000000002,6.8,2,1,1,1.0
2023-01-03,0x0022,Greed,1637.99,1.0,612.23,6.5,1,0,1,0.0
2023-01-03,0x0023,Greed,-6906.5,0.0,1597.2,8.05,2,1,1,1.0
2023-01-03,0x0027,Greed,4889.43,1.0,1745.6,13.5,1,0,1,0.0
2023-01-03,0x0028,Greed,-2295.27,0.0,2122.18,13.6,1,1,0,1000000.0
2023-01-03,0x0029,Greed,210.02,1.0,611.26,14.4,1,0,1,0.0
2023-01-03,0x002b,Greed,12364.710000000001,1.0,4077.745,19.55,2,2,0,2000000.0
2023-01-03,0x002f,Greed,-2968.91,0.0,2684.77,5.1,1,1,0,1000000.0
2023-01-03,0x0030,Greed,-121.33,0.0,152.55,6.4,1,1,0,1000000.0
2023-01-03,0x0031,Greed,-1616.26,0.0,390.93,6.9,1,1,0,1000000.0
2023-01-03,0x0033,Greed,212.26,1.0,207.35,9.3,1,1,0,1000000.0
2023-01-03,0x0034,Greed,5425.25,1.0,2283.96,11.8,1,0,1,0.0
2023-01-03,0x0036,Greed,1103.82,1.0,347.53,13.0,1,0,1,0.0
2023-01-03,0x0038,Greed,-3279.6400000000003,0.0,865.835,16.0,2,1,1,1.0
2023-01-03,0x003b,Greed,289.38,1.0,103.45,20.0,1,1,0,1000000.0
2023-01-03,0x003c,Greed,3670.32,1.0,4283.42,2.1,1,1,0,1000000.0
2023-01-03,0x003e,Greed,3491.22,1.0,5222.33,5.5,1,1,0,1000000.0
2023-01-03,0x003f,Greed,7984.83,1.0,4597.45,5.75,2,2,0,2000000.0
2023-01-03,0x0041,Greed,5097.8,0.5,484.255,8.2,2,0,2,0.0
2023-01-03,0x0042,Greed,-4123.2,0.0,1930.93,8.2,1,0,1,0.0
2023-01-03,0x0046,Greed,-2503.01,0.0,1082.33,15.8,1,1,0,1000000.0
2023-01-03,0x0047,Greed,-19318.66,0.0,9567.04,14.4,1,0,1,0.0
2023-01-03,0x0048,Greed,1182.09,1.0,581.02,14.6,1,1,0,1000000.0
2023-01-03,0x0049,Greed,-2527.76,0.5,1081.145,16.55,2,2,0,2000000.0
2023-01-03,0x004c,Greed,14154.57,1.0,14188.58,3.7,1,1,0,1000000.0
2023-01-03,0x004d,Greed,4203.57,1.0,1404.36,4.1,1,1,0,1000000.0
2023-01-03,0x004f,Greed,2906.48,0.6,2013.4560000000001,7.840000000000001,5,4,1,4.0
2023-01-03,0x0050,Greed,8870.47,0.5,2909.635,8.0,2,2,0,2000000.0
2023-01-03,0x0055,Greed,1241.19,1.0,547.05,12.8,1,0,1,0.0
2023-01-03,0x0058,Greed,18568.74,1.0,37370.9,15.2,1,1,0,1000000.0
2023-01-03,0x0059,Greed,49973.490000000005,1.0,14804.633333333333,18.766666666666666,3,1,2,0.5
2023-01-03,0x005a,Greed,-1174.74,0.0,849.83,2.5,1,0,1,0.0
2023-01-03,0x005b,Greed,2155.06,1.0,1459.89,3.1,1,1,0,1000000.0
2023-01-03,0x005c,Greed,4875.16,1.0,2219.645,4.8,2,2,0,2000000.0
2023-01-03,0x005d,Greed,178.19,1.0,252.25,5.8,1,1,0,1000000.0
2023-01-03,0x005e,Greed,7601.62,1.0,3603.07,6.9,1,1,0,1000000.0
2023-01-03,0x005f,Greed,1078.43,1.0,187.2,9.5,1,1,0,1000000.0
2023-01-03,0x0063,Greed,831.09,1.0,540.55,12.7,1,0,1,0.0
2023-01-03,0x0065,Greed,989.03,1.0,406.8,13.3,1,0,1,0.0
2023-01-03,0x0067,Greed,448.36,1.0,577.11,20.0,1,1,0,1000000.0
2023-01-03,0x0068,Greed,-8479.24,0.0,1090.61,19.2,1,1,0,1000000.0
2023-01-03,0x0069,Greed,670.29,1.0,412.44,2.1,1,1,0,1000000.0
2023-01-03,0x006b,Greed,4745.549999999999,1.0,1166.6699999999998,4.300000000000001,2,0,2,0.0
2023-01-03,0x006c,Greed,2477.72,1.0,773.34,5.4,1,1,0,1000000.0
2023-01-03,0x006e,Greed,-1752.89,0.0,4306.96,8.4,1,1,0,1000000.0
2023-01-03,0x0071,Greed,11219.710000000003,0.5,2371.82,12.75,2,1,1,1.0
2023-01-03,0x0074,Greed,-5665.65,0.0,4288.93,17.5,1,1,0,1000000.0
2023-01-03,0x0076,Greed,9444.1,1.0,2163.05,15.4,1,1,0,1000000.0
2023-01-03,0x0077,Greed,2987.8999999999996,0.5,1821.6775000000002,17.7,4,2,2,1.0
2023-01-04,0x0003,Fear,-277.63,0.0,187.16,4.6,1,0,1,0.0
2023-01-04,0x0004,Fear,-24928.140000000003,0.6666666666666666,1218.06,5.166666666666667,3,2,1,2.0
2023-01-04,0x0006,Fear,-1440.97,0.0,399.22,8.0,1,0,1,0.0
2023-01-04,0x0007,Fear,-885.36,0.0,640.22,6.4,1,0,1,0.0
2023-01-04,0x0008,Fear,899.1700000000001,1.0,366.0,7.699999999999999,2,2,0,2000000.0
2023-01-04,0x0009,Fear,1061.96,0.5,455.275,9.55,2,0,2,0.0
2023-01-04,0x000a,Fear,8076.469999999999,0.5,937.0649999999999,10.75,2,1,1,1.0
2023-01-04,0x000c,Fear,2305.86,1.0,3472.27,11.2,1,0,1,0.0
2023-01-04,0x000d,Fear,-10921.939999999999,0.0,2307.04,12.6,2,1,1,1.0
2023-01-04,0x000e,Fear,-871.19,0.0,1079.93,14.4,1,1,0,1000000.0
2023-01-04,0x0015,Fear,-1245.94,0.5,1800.12,7.449999999999999,2,1,1,1.0
2023-01-04,0x0017,Fear,4496.87,1.0,4432.05,8.1,1,0,1,0.0
2023-01-04,0x0018,Fear,-10027.09,0.0,678.27,9.766666666666667,3,1,2,0.5
2023-01-04,0x0019,Fear,-4061.08,0.0,892.955,9.7,2,1,1,1.0
2023-01-04,0x001b,Fear,12035.14,1.0,3078.525,13.850000000000001,2,1,1,1.0
2023-01-04,0x001e,Fear,-4265.41,0.0,1889.0,1.5,1,0,1,0.0
2023-01-04,0x001f,Fear,-3422.12,0.0,645.02,2.8,1,1,0,1000000.0
2023-01-04,0x0022,Fear,212.37,1.0,261.93,5.9,1,1,0,1000000.0
2023-01-04,0x002a,Fear,168.55,1.0,124.97,13.8,1,1,0,1000000.0
2023-01-04,0x002e,Fear,-14756.74,0.5,920.9549999999999,2.5,2,1,1,1.0
2023-01-04,0x002f,Fear,-4128.73,0.0,1595.22,3.8,1,0,1,0.0
2023-01-04,0x0031,Fear,-2105.0,0.0,1293.54,4.7,1,0,1,0.0
2023-01-04,0x0035,Fear,-44.63,0.0,52.09,7.5,1,0,1,0.0
2023-01-04,0x0037,Fear,-3493.6400000000003,0.0,549.69,11.05,2,0,2,0.0
2023-01-04,0x0038,Fear,-4227.9,0.0,1224.45,11.6,1,0,1,0.0
2023-01-04,0x0039,Fear,-417.93,0.0,171.95,10.3,1,0,1,0.0
2023-01-04,0x003d,Fear,-9833.36,0.0,2765.88,2.8,1,1,0,1000000.0
2023-01-04,0x003f,Fear,9431.51,1.0,8589.36,3.5,1,0,1,0.0
2023-01-04,0x0042,Fear,534.5,1.0,619.84,6.9,1,1,0,1000000.0
2023-01-04,0x0046,Fear,7011.21,1.0,806.14,10.3,1,0,1,0.0
2023-01-04,0x004a,Fear,1516.45,1.0,737.49,14.0,1,0,1,0.0
2023-01-04,0x004c,Fear,-1575.22,0.0,675.59,2.5,1,1,0,1000000.0
2023-01-04,0x004e,Fear,2167.17,1.0,2841.51,4.7,1,0,1,0.0
2023-01-04,0x0050,Fear,-1258.46,0.3333333333333333,1226.2233333333334,6.533333333333334,3,1,2,0.5
2023-01-04,0x0054,Fear,-5207.47,0.0,1582.98,9.8,2,1,1,1.0
2023-01-04,0x0055,Fear,3578.58,1.0,285.94,10.35,2,1,1,1.0
2023-01-04,0x0056,Fear,3183.1499999999996,1.0,729.065,11.05,2,1,1,1.0
2023-01-04,0x0057,Fear,-1864.29,0.0,2357.62,13.4,1,1,0,1000000.0
2023-01-04,0x0058,Fear,-3242.13,0.5,981.97,14.2,2,0,2,0.0
2023-01-04,0x005b,Fear,-4101.66,0.0,2752.25,2.3,1,1,0,1000000.0
2023-01-04,0x005e,Fear,54.59,1.0,35.45,4.8,1,1,0,1000000.0
2023-01-04,0x0060,Fear,1400.57,0.5,891.61,6.949999999999999,2,0,2,0.0
2023-01-04,0x0061,Fear,-875.66,0.0,1452.03,7.8,1,0,1,0.0
2023-01-04,0x0065,Fear,113.16,1.0,83.38,10.9,1,1,0,1000000.0
2023-01-04,0x0066,Fear,5646.35,1.0,3587.44,13.2,1,0,1,0.0
2023-01-04,0x0068,Fear,-93.11,0.0,228.46,13.1,1,1,0,1000000.0
2023-01-04,0x0069,Fear,-2539.63,0.0,736.03,1.4,1,0,1,0.0
2023-01-04,0x006c,Fear,-1013.06,0.0,196.61,3.8,1,1,0,1000000.0
2023-01-04,0x006f,Fear,2776.2799999999997,1.0,726.75,6.85,2,0,2,0.0
2023-01-04,0x0070,Fear,2328.31,1.0,856.74,6.7,1,1,0,1000000.0
2023-01-04,0x0073,Fear,4656.04,1.0,1258.57,10.7,1,0,1,0.0
2023-01-04,0x0075,Fear,-40586.92,0.0,2139.28,12.600000000000001,2,1,1,1.0
2023-01-04,0x0077,Fear,805.3,1.0,1269.03,11.5,1,0,1,0.0
2023-01-05,0x0000,Fear,-1029.73,0.0,769.45,1.6,1,0,1,0.0
2023-01-05,0x0001,Fear,515.9499999999999,0.5,1283.9850000000001,2.45,2,1,1,1.0
2023-01-05,0x0006,Fear,-6768.83,0.0,1566.35,6.4,1,1,0,1000000.0
2023-01-05,0x0008,Fear,4234.51,0.5,732.215,8.15,2,0,2,0.0
2023-01-05,0x0009,Fear,-133.01,0.5,236.005,9.85,2,1,1,1.0
2023-01-05,0x000b,Fear,-24525.88,0.0,1140.48,11.4,1,0,1,0.0
2023-01-05,0x000d,Fear,-1565.03,0.0,4091.91,10.5,1,0,1,0.0
2023-01-05,0x0012,Fear,-2859.84,0.0,1913.4,4.05,2,1,1,1.0
2023-01-05,0x0015,Fear,760.57,1.0,131.64,7.6,2,1,1,1.0
2023-01-05,0x0016,Fear,378.75,1.0,188.46,7.8,1,1,0,1000000.0
2023-01-05,0x001a,Fear,1957.15,1.0,1436.07,9.7,1,0,1,0.0
2023-01-05,0x001b,Fear,-1052.83,0.0,708.51,10.8,1,1,0,1000000.0
2023-01-05,0x001e,Fear,-311.12,0.0,312.03,1.7,1,1,0,1000000.0
2023-01-05,0x001f,Fear,-29657.59,0.0,1643.72,2.6,1,0,1,0.0
2023-01-05,0x0023,Fear,13300.490000000002,0.5,2233.5299999999997,5.6,2,0,2,0.0
2023-01-05,0x0024,Fear,104.37,1.0,597.68,7.7,1,0,1,0.0
2023-01-05,0x0025,Fear,-2749.67,0.5,1002.4350000000001,6.5,2,1,1,1.0
2023-01-05,0x0026,Fear,-736.0,0.0,341.33,9.5,1,0,1,0.0
2023-01-05,0x0028,Fear,4161.79,1.0,2626.23,11.1,1,1,0,1000000.0
2023-01-05,0x002c,Fear,3779.11,1.0,848.44,14.5,1,0,1,0.0
2023-01-05,0x002e,Fear,108.98,1.0,201.2,2.9,1,0,1,0.0
2023-01-05,0x002f,Fear,1225.9,0.5,806.01,3.25,2,1,1,1.0
2023-01-05,0x0030,Fear,-95.54,0.0,66.9,4.1,1,1,0,1000000.0
2023-01-05,0x0032,Fear,-58220.88,0.0,16511.26,6.1,1,1,0,1000000.0
2023-01-05,0x0034,Fear,526.0,1.0,681.32,8.6,1,0,1,0.0
2023-01-05,0x0035,Fear,-447.31,0.0,975.42,9.9,1,0,1,0.0
2023-01-05,0x0036,Fear,3250.7200000000003,1.0,685.0550000000001,9.9,2,0,2,0.0
2023-01-05,0x0039,Fear,-1523.45,0.0,329.61,10.850000000000001,2,1,1,1.0
2023-01-05,0x003a,Fear,-14137.31,0.0,7200.13,10.7,1,0,1,0.0
2023-01-05,0x003c,Fear,-4103.47,0.0,3889.33,1.6,1,0,1,0.0
2023-01-05,0x003e,Fear,2395.55,1.0,1704.42,3.7,1,0,1,0.0
2023-01-05,0x003f,Fear,-517.9,0.0,206.08,4.0,1,0,1,0.0
2023-01-05,0x0041,Fear,5744.9,1.0,2326.39,5.1,1,0,1,0.0
2023-01-05,0x0043,Fear,170.32,1.0,402.26,8.9,1,1,0,1000000.0
2023-01-05,0x0045,Fear,-341.32,0.0,158.2,9.3,1,0,1,0.0
2023-01-05,0x0047,Fear,943.4,1.0,1223.24,11.0,1,1,0,1000000.0
2023-01-05,0x0048,Fear,624.66,1.0,311.17,10.3,1,0,1,0.0
2023-01-05,0x004a,Fear,-3116.99,0.0,1702.68,12.2,1,1,0,1000000.0
2023-01-05,0x004b,Fear,1657.97,1.0,752.77,1.8,1,0,1,0.0
2023-01-05,0x004f,Fear,-1838.6200000000001,0.0,508.63,4.85,2,0,2,0.0
2023-01-05,0x0050,Fear,-290.4,0.0,349.96,6.8,1,1,0,1000000.0
2023-01-05,0x0051,Fear,-6753.06,0.0,808.74,7.4,1,0,1,0.0
2023-01-05,0x0053,Fear,-26780.49,0.0,41802.73,9.1,1,1,0,1000000.0
2023-01-05,0x0056,Fear,3695.46,1.0,1284.1,10.3,1,0,1,0.0
2023-01-05,0x0057,Fear,2843.07,1.0,1335.34,13.6,1,1,0,1000000.0
2023-01-05,0x0059,Fear,-1560.37,0.0,382.175,13.45,2,2,0,2000000.0
2023-01-05,0x005a,Fear,-497.19,0.0,769.68,1.9,1,1,0,1000000.0
2023-01-05,0x005c,Fear,3026.04,1.0,397.0,3.5,2,1,1,1.0
2023-01-05,0x005d,Fear,-498.65,0.0,446.73,5.0,1,0,1,0.0
2023-01-05,0x005e,Fear,2315.81,1.0,2176.49,4.5,1,0,1,0.0
2023-01-05,0x005f,Fear,2333.43,1.0,331.14,5.3,1,0,1,0.0
2023-01-05,0x0062,Fear,-783.68,0.0,455.91,7.4,1,0,1,0.0
2023-01-05,0x0063,Fear,-3398.01,0.0,470.47,10.0,2,1,1,1.0
2023-01-05,0x0064,Fear,-524.59,0.0,541.41,9.8,1,0,1,0.0
2023-01-05,0x0066,Fear,-10805.09,0.0,1694.1866666666667,12.833333333333334,3,1,2,0.5
2023-01-05,0x0067,Fear,211.78,1.0,180.96,11.7,1,0,1,0.0
2023-01-05,0x006f,Fear,2914.32,1.0,650.7,5.6,1,1,0,1000000.0
2023-01-05,0x0070,Fear,1128.83,1.0,1593.93,7.3,1,0,1,0.0
2023-01-05,0x0072,Fear,11346.28,1.0,3522.0,8.1,1,0,1,0.0
2023-01-05,0x0075,Fear,457.5,1.0,444.19,10.6,1,1,0,1000000.0
2023-01-05,0x0077,Fear,1591.05,1.0,596.97,14.2,1,0,1,0.0
2023-01-06,0x0000,Fear,-4103.09,0.0,3094.66,1.6,1,1,0,1000000.0
2023-01-06,0x0003,Fear,-2957.7400000000002,0.3333333333333333,430.28999999999996,4.066666666666666,3,1,2,0.5
2023-01-06,0x0004,Fear,888.18,1.0,648.92,5.8,1,0,1,0.0
2023-01-06,0x0005,Fear,-12337.32,0.0,5910.38,5.0,1,0,1,0.0
2023-01-06,0x0006,Fear,-264.93,0.0,1613.43,7.5,1,0,1,0.0
2023-01-06,0x0008,Fear,1874.73,1.0,935.06,9.5,1,0,1,0.0
2023-01-06,0x0009,Fear,157.44,1.0,131.34,10.2,1,1,0,1000000.0
2023-01-06,0x000a,Fear,-506.01,0.0,185.99,9.5,1,1,0,1000000.0
